CM-2018-0002-0,0
CM-2018-0003-0,0
CM-2018-0004-0,0
CM-2018-0005-0,0
CM-2018-0006-0,0
CM-2018-0007-0,0
CM-2018-0008-0,0
CM-2018-0009-0,0
CM-2018-0010-0,0
CM-2018-0011-0,0
CM-2018-0012-0,0
CM-2018-0013-0,0
CM-2018-0014-0,0
CM-2018-0015-0,0
CM-2018-0016-0,0
CM-2018-0017-0,0
CM-2018-0018-0,0
CM-2018-0019-0,0
CM-2018-0020-0,0
CM-2018-0021-0,0
CM-2018-0022-0,0
CM-2018-0023-0,0
CM-2018-0024-0,0
CM-2018-0025-0,0
CM-2018-0026-0,0
CM-2018-0027-0,0
CM-2018-0028-0,0
CM-2018-0029-0,0
CM-2018-0030-0,0
CM-2018-0031-0,0
CM-2018-0032-0,0
CM-2018-0033-0,0
CM-2018-0034-0,0
CM-2018-0035-0,0
CM-2018-0036-0,0
CM-2018-0037-0,0
CM-2018-0038-0,0
CM-2018-0039-0,0
CM-2018-0040-0,0
CM-2018-0041-0,0
CM-2018-0042-0,0
CM-2018-0043-0,0
CM-2018-0044-0,0
CM-2018-0045-0,0
CM-2018-0046-0,0
CM-2018-0047-0,0
CM-2018-0048-0,0
CM-2018-0049-0,0
CM-2018-0050-0,0
CM-2018-0051-0,0
CM-2018-0052-0,0
CM-2018-0053-0,0
CM-2018-0054-0,0
CM-2018-0055-0,0
CM-2018-0056-0,0
CM-2018-0057-0,0
CM-2018-0058-0,0
CM-2018-0059-0,0
CM-2018-0060-0,0
CM-2018-0061-0,0
CM-2018-0062-0,0
CM-2018-0063-0,0
CM-2018-0064-0,0
CM-2018-0065-0,0
CM-2018-0066-0,0
CM-2018-0067-0,0
CM-2018-0068-0,0
CM-2018-0069-0,0
CM-2018-0070-0,0
CM-2018-0071-0,0
CM-2018-0072-0,0
CM-2018-0073-0,0
CM-2018-0074-0,0
CM-2018-0075-0,0
CM-2018-0076-0,0
CM-2018-0077-0,0
CM-2018-0078-0,0
CM-2018-0079-0,0
CM-2018-0080-0,0
CM-2018-0081-0,0
CM-2018-0082-0,0
CM-2018-0083-0,0
CM-2018-0084-0,0
CM-2018-0085-0,0
CM-2018-0086-0,0
CM-2018-0087-0,0
CM-2018-0088-0,0
CM-2018-0089-0,0
CM-2018-0090-0,0
CM-2018-0091-0,0
CM-2018-0092-0,0
CM-2018-0093-0,0
CM-2018-0094-0,0
CM-2018-0095-0,0
CM-2018-0096-0,0
CM-2018-0097-0,0
CM-2018-0098-0,0
CM-2018-0099-0,0
CM-2018-0100-0,0
CM-2018-0101-0,0
CM-2018-0102-0,0
CM-2018-0103-0,0
CM-2018-0104-0,0
CM-2018-0105-0,0
CM-2018-0106-0,0
CM-2018-0107-0,0
CM-2018-0108-0,0
CM-2018-0109-0,0
CM-2018-0110-0,0
CM-2018-0111-0,0
CM-2018-0112-0,0
CM-2018-0113-0,0
CM-2018-0114-0,0
CM-2018-0115-0,0
CM-2018-0116-0,0
CM-2018-0117-0,0
CM-2018-0118-0,0
CM-2018-0119-0,0
CM-2018-0120-0,0
CM-2018-0121-0,0
CM-2018-0122-0,0
CM-2018-0123-0,0
CM-2018-0124-0,0
CM-2018-0125-0,0
CM-2018-0126-0,0
CM-2018-0127-0,0
CM-2018-0128-0,0
CM-2018-0129-0,0
CM-2018-0130-0,0
CM-2018-0131-0,0
CM-2018-0132-0,0
CM-2018-0133-0,0
CM-2018-0134-0,0
CM-2018-0135-0,0
CM-2018-0136-0,0
CM-2018-0137-0,0
CM-2018-0138-0,0
CM-2018-0139-0,0
CM-2018-0140-0,0
CM-2018-0141-0,0
CM-2018-0142-0,0
CM-2018-0143-0,0
CM-2018-0144-0,0
CM-2018-0145-0,0
CM-2018-0146-0,0
CM-2018-0147-0,0
CM-2018-0148-0,0
CM-2018-0149-0,0
CM-2018-0150-0,0
CM-2018-0151-0,0
CM-2018-0152-0,0
CM-2018-0153-0,0
CM-2018-0154-0,0
CM-2018-0155-0,0
CM-2018-0156-0,0
CM-2018-0157-0,0
CM-2018-0158-0,0
CM-2018-0159-0,0
CM-2018-0160-0,0
CM-2018-0161-0,0
CM-2018-0162-0,0
CM-2018-0163-0,0
CM-2018-0164-0,0
CM-2018-0165-0,0
CM-2018-0166-0,0
CM-2018-0167-0,0
CM-2018-0168-0,0
CM-2018-0169-0,0
CM-2018-0170-0,0
CM-2018-0171-0,0
CM-2018-0172-0,0
CM-2018-0173-0,0
CM-2018-0174-0,0
CM-2018-0175-0,0
CM-2018-0176-0,0
CM-2018-0177-0,0
CM-2018-0178-0,0
CM-2018-0179-0,0
CM-2018-0180-0,0
CM-2018-0181-0,0
CM-2018-0182-0,0
CM-2018-0183-0,0
CM-2018-0184-0,0
CM-2018-0185-0,0
CM-2018-0186-0,0
CM-2018-0187-0,0
CM-2018-0188-0,0
CM-2018-0189-0,0
CM-2018-0190-0,0
CM-2018-0191-0,0
CM-2018-0192-0,0
CM-2018-0193-0,0
CM-2018-0194-0,0
CM-2018-0195-0,0
CM-2018-0196-0,0
CM-2018-0197-0,0
CM-2018-0198-0,0
CM-2018-0199-0,0
CM-2018-0200-0,0
CM-2018-0201-0,0
CM-2018-0202-0,0
CM-2018-0203-0,0
CM-2018-0204-0,0
CM-2018-0205-0,0
CM-2018-0206-0,0
CM-2018-0207-0,0
CM-2018-0208-0,0
CM-2018-0209-0,0
CM-2018-0210-0,0
CM-2018-0211-0,0
CM-2018-0212-0,0
CM-2018-0213-0,0
CM-2018-0214-0,0
CM-2018-0215-0,0
CM-2018-0216-0,0
CM-2018-0217-0,0
CM-2018-0218-0,0
CM-2018-0219-0,0
CM-2018-0220-0,0
CM-2018-0221-0,0
CM-2018-0222-0,0
CM-2018-0223-0,0
CM-2018-0224-0,0
CM-2018-0225-0,0
CM-2018-0226-0,0
CM-2018-0227-0,0
CM-2018-0228-0,0
CM-2018-0229-0,0
CM-2018-0230-0,0
CM-2018-0231-0,0
CM-2018-0232-0,0
CM-2018-0233-0,0
CM-2018-0234-0,0
CM-2018-0235-0,0
CM-2018-0236-0,0
CM-2018-0237-0,0
CM-2018-0238-0,0
CM-2018-0239-0,0
CM-2018-0240-0,0
CM-2018-0241-0,0
CM-2018-0242-0,0
CM-2018-0243-0,0
CM-2018-0244-0,0
CM-2018-0245-0,0
CM-2018-0246-0,0
CM-2018-0247-0,0
CM-2018-0248-0,0
CM-2018-0249-0,0
CM-2018-0250-0,0
CM-2018-0251-0,0
CM-2018-0252-0,0
CM-2018-0253-0,0
CM-2018-0254-0,0
CM-2018-0255-0,0
CM-2018-0256-0,0
CM-2018-0257-0,0
CM-2018-0258-0,0
CM-2018-0259-0,0
CM-2018-0260-0,0
CM-2018-0261-0,0
CM-2018-0262-0,0
CM-2018-0263-0,0
CM-2018-0264-0,0
CM-2018-0265-0,0
CM-2018-0266-0,0
CM-2018-0267-0,0
CM-2018-0268-0,0
CM-2018-0269-0,0
CM-2018-0270-0,0
CM-2018-0271-0,0
CM-2018-0272-0,0
CM-2018-0273-0,0
CM-2018-0274-0,0
CM-2018-0275-0,0
CM-2018-0276-0,0
CM-2018-0277-0,0
CM-2018-0278-0,0
CM-2018-0279-0,0
CM-2018-0280-0,0
CM-2018-0281-0,0
CM-2018-0282-0,0
CM-2018-0283-0,0
CM-2018-0284-0,0
CM-2018-0285-0,0
CM-2018-0286-0,0
CM-2018-0287-0,0
CM-2018-0288-0,0
CM-2018-0289-0,0
CM-2018-0290-0,0
CM-2018-0291-0,0
CM-2018-0292-0,0
CM-2018-0293-0,0
CM-2018-0294-0,0
CM-2018-0295-0,0
CM-2018-0296-0,0
CM-2018-0297-0,0
CM-2018-0298-0,0
CM-2018-0299-0,0
CM-2018-0300-0,0
CM-2018-0301-0,0
CM-2018-0302-0,0
CM-2018-0303-0,0
CM-2018-0304-0,0
CM-2018-0305-0,0
CM-2018-0306-0,0
CM-2018-0307-0,0
CM-2018-0308-0,0
CM-2018-0309-0,0
CM-2018-0310-0,0
CM-2018-0311-0,0
CM-2018-0312-0,0
CM-2018-0313-0,0
CM-2018-0314-0,0
CM-2018-0315-0,0
CM-2018-0316-0,0
CM-2018-0317-0,0
CM-2018-0318-0,0
CM-2018-0319-0,0
CM-2018-0320-0,0
CM-2018-0321-0,0
CM-2018-0322-0,0
CM-2018-0323-0,0
CM-2018-0324-0,0
CM-2018-0325-0,0
CM-2018-0326-0,0
CM-2018-0327-0,0
CM-2018-0328-0,0
CM-2018-0329-0,0
CM-2018-0330-0,0
CM-2018-0331-0,0
CM-2018-0332-0,0
CM-2018-0333-0,0
CM-2018-0334-0,0
CM-2018-0335-0,0
CM-2018-0336-0,0
CM-2018-0337-0,0
CM-2018-0338-0,0
CM-2018-0339-0,0
CM-2018-0340-0,0
CM-2018-0341-0,0
CM-2018-0342-0,0
CM-2018-0343-0,0
CM-2018-0344-0,0
CM-2018-0345-0,0
CM-2018-0346-0,0
CM-2018-0347-0,0
CM-2018-0348-0,0
CM-2018-0349-0,0
CM-2018-0350-0,0
CM-2018-0351-0,0
CM-2018-0352-0,0
CM-2018-0353-0,0
CM-2018-0354-0,0
CM-2018-0355-0,0
CM-2018-0356-0,0
CM-2018-0357-0,0
CM-2018-0358-0,0
CM-2018-0359-0,0
CM-2018-0360-0,0
CM-2018-0361-0,0
CM-2018-0362-0,0
CM-2018-0363-0,0
CM-2018-0364-0,0
CM-2018-0365-0,0
CM-2018-0366-0,0
CM-2018-0367-0,0
CM-2018-0368-0,0
CM-2018-0369-0,0
CM-2018-0370-0,0
CM-2018-0371-0,0
CM-2018-0372-0,0
CM-2018-0373-0,0
CM-2018-0374-0,0
CM-2018-0375-0,0
CM-2018-0376-0,0
